District,Rainfall_2023_mm,Normal_Rainfall_mm,Extraction_Status,TDS/EC_Level,Nitrate_Status,Fluoride_Status,PH,TDS_mg_L,Calcium_mg_L,Magnesium_mg_L,Chloride_mg_L,Nitrate_mg_L,Fluoride_mg_L
Mahisagar,955.3,959.7,Safe,Low,Within Limit,Within Limit,7.04,456,74.6,41.4,378,11.2,0.49
Surendranagar,574.7,612.5,Semi-Critical,Moderate,Within Limit,Within Limit,7.21,1010,74.5,51.6,257,15.0,1.1
Dang,2047.8,2207.8,Safe,Moderate,Within Limit,Above Limit,7.82,599,78.2,33.6,269,28.4,1.8
Amreli,840.6,747.2,Over-Exploited,Moderate,Within Limit,Within Limit,7.04,1265,100.7,60.7,358,8.7,0.96
Ahmedabad,556.6,672.0,Safe,Moderate,Above Limit,Within Limit,7.86,1001,53.8,53.0,405,60.0,0.26
Surat,1572.0,1626.9,Safe,Moderate,Above Limit,Within Limit,8.4,618,76.8,33.5,268,77.0,0.89
Vadodara,870.9,860.9,Safe,High,Above Limit,Within Limit,7.28,1539,112.6,51.0,286,67.5,0.98
Rajkot,720.4,696.2,Over-Exploited,High,Above Limit,Within Limit,7.69,1528,87.5,80.1,430,85.7,1.15
Gandhinagar,473.8,553.0,Safe,Moderate,Within Limit,Within Limit,7.03,1332,59.5,69.2,256,37.3,0.64
Bhavnagar,705.1,685.1,Safe,Low,Within Limit,Within Limit,7.27,231,59.7,39.6,133,16.4,0.41
Jamnagar,709.4,644.1,Safe,Moderate,Within Limit,Within Limit,7.31,976,72.1,30.9,314,23.3,1.32
Junagadh,867.4,854.3,Saline,Moderate,Within Limit,Within Limit,7.26,1295,74.7,65.3,510,7.8,1.38
Kutch,344.3,377.2,Safe,Moderate,Within Limit,Within Limit,7.09,510,62.6,32.3,165,13.3,1.3
Banaskantha,512.4,525.4,Safe,Moderate,Within Limit,Within Limit,7.17,579,80.4,39.5,211,39.7,0.77
Patan,449.2,579.4,Safe,Low,Within Limit,Within Limit,8.12,363,59.3,39.9,241,26.3,1.38
Mehsana,647.5,578.7,Safe,Moderate,Within Limit,Within Limit,7.69,1075,69.9,54.0,316,18.7,0.29
Sabarkantha,666.8,677.5,Safe,High,Within Limit,Within Limit,7.29,2035,106.3,81.1,460,14.7,1.36
Aravalli,719.5,898.2,Safe,Moderate,Within Limit,Within Limit,7.65,746,91.7,74.9,185,16.6,0.3
Anand,853.7,807.7,Safe,High,Within Limit,Within Limit,8.08,2807,146.5,61.7,786,27.3,1.06
Kheda,879.2,777.4,Safe,Moderate,Within Limit,Within Limit,7.53,646,102.0,72.0,145,31.1,1.05
Panchmahal,1169.2,989.5,Safe,Moderate,Within Limit,Above Limit,7.37,655,74.6,47.0,280,14.8,2.44
Dahod,786.2,941.5,Safe,Moderate,Above Limit,Within Limit,7.33,1152,71.7,61.7,403,54.3,0.43
Bharuch,1274.7,1170.4,Safe,Low,Within Limit,Above Limit,7.42,437,88.1,56.7,148,8.3,2.01
Narmada,920.6,1204.0,Saline,High,Within Limit,Within Limit,7.85,2218,80.0,65.0,578,19.4,0.62
Tapi,1621.4,1663.7,Semi-Critical,Moderate,Within Limit,Within Limit,7.25,1186,106.1,48.0,250,10.1,0.4
Navsari,1390.6,1653.2,Safe,Low,Within Limit,Within Limit,7.4,417,83.1,16.0,90,38.0,0.73
Valsad,1751.8,1743.3,Safe,Moderate,Within Limit,Within Limit,7.53,994,124.8,33.6,387,19.6,1.06
Botad,557.0,607.4,Safe,Low,Within Limit,Within Limit,6.81,378,81.0,27.6,348,13.7,1.2
Chhota Udaipur,867.5,1104.8,Safe,Low,Within Limit,Within Limit,6.8,357,96.5,54.8,293,3.4,0.35
Devbhoomi Dwarka,592.7,650.2,Safe,Moderate,Within Limit,Within Limit,7.22,1213,73.3,21.0,307,26.9,0.44
Gir Somnath,874.9,1005.7,Safe,Moderate,Within Limit,Within Limit,7.12,503,79.3,50.4,323,37.3,1.0
Morbi,689.3,668.7,Critical,Moderate,Within Limit,Within Limit,7.78,1157,86.6,46.3,326,12.6,0.59
Porbandar,668.9,756.6,Over-Exploited,High,Within Limit,Within Limit,7.39,1607,63.6,66.7,345,11.0,0.76
Mahisagar,1124.1,1064.2,Over-Exploited,High,Within Limit,Within Limit,7.94,1752,89.8,86.3,528,22.3,0.27
Surendranagar,689.1,648.8,Safe,Moderate,Within Limit,Within Limit,7.2,700,114.3,28.5,253,20.6,1.21
Dang,2047.7,1879.6,Safe,High,Within Limit,Within Limit,6.64,2089,82.8,69.8,562,34.4,1.25
Amreli,853.0,712.0,Saline,Very High,Above Limit,Above Limit,6.87,3642,146.9,84.1,1004,50.9,2.11
Ahmedabad,726.0,654.8,Semi-Critical,Low,Above Limit,Within Limit,7.21,418,57.1,51.8,293,120.0,1.34
Surat,1328.3,1631.2,Safe,Low,Within Limit,Within Limit,7.05,274,40.4,41.8,257,20.2,0.54
Vadodara,843.3,922.4,Semi-Critical,Moderate,Within Limit,Within Limit,7.32,578,79.3,13.7,32,10.1,1.09
Rajkot,719.3,572.5,Saline,Very High,Above Limit,Within Limit,7.67,3828,153.7,93.8,1048,54.0,1.46
Gandhinagar,849.9,696.0,Safe,Moderate,Within Limit,Within Limit,7.22,838,47.1,31.7,356,19.5,1.07
Bhavnagar,563.8,654.0,Safe,Moderate,Within Limit,Within Limit,7.07,673,64.8,26.8,257,38.3,0.82
Jamnagar,419.1,520.5,Safe,Moderate,Within Limit,Within Limit,7.1,1179,68.5,48.7,282,3.7,0.46
Junagadh,809.4,870.4,Safe,Moderate,Above Limit,Above Limit,7.44,1218,84.7,65.6,230,69.9,2.15
Kutch,321.8,345.4,Safe,High,Within Limit,Within Limit,7.29,1791,102.9,61.0,537,8.3,1.04
Banaskantha,411.0,455.9,Safe,Moderate,Above Limit,Above Limit,7.2,1397,75.2,54.0,507,120.0,1.59
Patan,567.4,568.9,Saline,Very High,Within Limit,Within Limit,7.48,6000,179.3,125.7,1571,7.0,0.53
Mehsana,512.5,567.8,Safe,Moderate,Within Limit,Within Limit,7.41,1180,102.3,45.8,384,4.7,0.3
Sabarkantha,682.0,657.2,Over-Exploited,Moderate,Within Limit,Within Limit,7.69,1015,88.0,38.3,322,14.0,0.97
Aravalli,755.1,719.4,Safe,High,Within Limit,Within Limit,6.91,1810,82.3,47.4,527,39.1,0.28
Anand,791.5,789.0,Over-Exploited,High,Above Limit,Within Limit,7.04,2331,121.2,69.4,775,115.7,1.29
Kheda,808.5,764.4,Safe,Moderate,Above Limit,Within Limit,7.61,1134,91.1,55.0,417,116.1,0.27
Panchmahal,1010.9,995.3,Safe,Low,Within Limit,Within Limit,6.86,498,76.1,38.0,88,19.5,1.49
Dahod,1251.0,1234.5,Semi-Critical,Moderate,Within Limit,Within Limit,7.65,862,100.5,45.7,294,14.5,0.73
Bharuch,910.4,1044.9,Safe,Low,Within Limit,Within Limit,7.06,388,49.1,40.3,183,14.3,0.48
Narmada,1349.0,1415.2,Safe,Moderate,Within Limit,Within Limit,6.77,560,81.5,65.7,175,15.2,0.94
Tapi,1164.8,1639.0,Saline,Very High,Within Limit,Within Limit,8.15,3456,130.2,80.2,978,34.3,0.89
Navsari,2067.2,1903.1,Over-Exploited,Moderate,Within Limit,Within Limit,6.94,834,50.9,19.8,323,38.3,1.05
Valsad,2179.9,2249.3,Safe,Moderate,Within Limit,Within Limit,7.45,529,93.4,29.1,338,18.9,1.09
Botad,618.4,648.1,Safe,Moderate,Within Limit,Within Limit,6.2,1381,80.9,62.6,279,11.4,0.6
Chhota Udaipur,993.1,1071.4,Semi-Critical,Low,Within Limit,Above Limit,7.37,434,84.8,42.2,241,17.0,1.7
Devbhoomi Dwarka,654.6,556.2,Safe,High,Within Limit,Within Limit,6.77,1541,100.2,51.2,427,21.1,0.55
Gir Somnath,1078.7,1078.2,Safe,Low,Above Limit,Within Limit,7.38,407,58.7,45.3,47,99.3,0.86
Morbi,503.0,518.2,Saline,High,Within Limit,Within Limit,7.08,1964,107.8,92.9,691,23.5,0.5
Porbandar,774.0,714.9,Over-Exploited,High,Within Limit,Above Limit,7.7,1661,102.1,59.2,368,18.0,2.52
Mahisagar,1121.9,987.5,Critical,High,Within Limit,Within Limit,6.93,2674,165.5,84.7,812,11.7,1.24
Surendranagar,571.2,559.9,Safe,Moderate,Within Limit,Above Limit,7.3,979,102.6,36.9,134,16.5,1.7
Dang,2938.2,2609.3,Safe,High,Within Limit,Within Limit,7.25,1517,136.4,63.0,487,33.1,0.4
Amreli,604.1,720.5,Safe,Moderate,Within Limit,Within Limit,7.53,1314,73.6,66.6,350,15.3,1.1
Ahmedabad,668.9,649.1,Safe,Moderate,Within Limit,Above Limit,7.1,1486,73.3,48.8,417,33.4,2.56
Surat,1501.3,1495.0,Safe,Moderate,Above Limit,Within Limit,7.09,541,84.4,38.7,285,49.7,1.35
Vadodara,868.0,792.9,Semi-Critical,Low,Within Limit,Above Limit,6.65,457,73.6,57.2,221,9.9,3.5
Rajkot,616.2,683.6,Semi-Critical,Low,Within Limit,Within Limit,7.32,234,25.4,18.1,10,10.9,0.58
Gandhinagar,817.4,633.4,Safe,Moderate,Above Limit,Within Limit,7.93,715,85.7,37.6,191,58.9,0.43
Bhavnagar,570.5,618.7,Safe,Moderate,Within Limit,Within Limit,7.04,837,95.5,58.7,202,30.5,0.48
Jamnagar,716.7,628.9,Over-Exploited,High,Within Limit,Above Limit,7.36,1579,137.3,59.1,377,9.6,3.14
Junagadh,768.5,845.7,Safe,Moderate,Within Limit,Within Limit,7.69,813,51.4,38.0,146,17.7,1.31
Kutch,458.1,340.0,Safe,Low,Within Limit,Within Limit,7.49,481,95.8,52.4,382,25.9,0.47
Banaskantha,441.3,504.2,Safe,Moderate,Within Limit,Within Limit,7.89,860,91.1,41.3,210,25.9,1.1
Patan,399.4,465.7,Safe,Moderate,Within Limit,Within Limit,6.87,672,37.2,24.6,249,21.7,0.61
Mehsana,532.1,506.3,Safe,Moderate,Within Limit,Within Limit,7.9,967,29.1,18.3,367,29.2,1.4
Sabarkantha,621.3,652.4,Safe,Low,Within Limit,Within Limit,6.47,372,70.2,56.8,130,11.3,0.41
Aravalli,824.1,816.8,Semi-Critical,Moderate,Within Limit,Above Limit,6.82,860,58.9,53.9,223,11.9,3.5
Anand,788.7,804.2,Safe,Moderate,Within Limit,Within Limit,7.13,737,73.3,70.2,267,5.6,0.62
Kheda,650.7,786.3,Safe,Moderate,Within Limit,Within Limit,7.02,604,64.2,40.1,257,7.9,0.76
Panchmahal,851.8,876.0,Safe,Low,Within Limit,Within Limit,7.38,489,79.7,16.5,311,42.5,0.31
Dahod,1422.3,1225.4,Semi-Critical,Moderate,Within Limit,Within Limit,7.48,592,73.6,18.2,280,4.4,0.95
Bharuch,1016.4,1235.9,Safe,Moderate,Within Limit,Within Limit,7.86,671,81.5,52.6,163,9.4,0.71
Narmada,1316.5,1226.5,Safe,Moderate,Within Limit,Within Limit,7.79,1045,83.2,30.0,203,36.7,1.46
Tapi,2310.2,1849.7,Semi-Critical,Moderate,Within Limit,Above Limit,7.55,1434,80.3,38.4,414,18.4,2.51
Navsari,1832.2,1878.1,Safe,Low,Within Limit,Within Limit,7.61,471,72.2,30.3,113,31.0,0.63
Valsad,1842.5,1951.5,Safe,Very High,Within Limit,Above Limit,7.46,4000,123.5,51.4,919,15.8,2.21
Botad,736.5,754.3,Semi-Critical,Moderate,Within Limit,Within Limit,7.33,995,89.0,41.3,254,11.8,1.22
Chhota Udaipur,1154.5,1212.9,Safe,Moderate,Within Limit,Within Limit,7.46,1238,77.1,58.7,467,10.3,0.66
Devbhoomi Dwarka,690.1,693.3,Safe,Low,Within Limit,Within Limit,7.47,497,70.1,53.3,171,19.8,0.78
Gir Somnath,1203.5,1014.0,Saline,Very High,Within Limit,Within Limit,6.98,3592,137.5,89.1,978,6.1,0.87
Morbi,439.3,551.6,Safe,High,Within Limit,Within Limit,7.29,1653,87.7,68.0,545,16.4,0.81
Porbandar,570.7,646.1,Safe,High,Within Limit,Within Limit,7.42,1743,114.3,53.7,519,5.0,1.34
Mahisagar,893.7,947.8,Safe,Moderate,Within Limit,Within Limit,7.8,1166,75.2,29.6,475,16.8,0.25
Surendranagar,612.6,578.9,Safe,Moderate,Within Limit,Within Limit,7.35,762,68.2,35.1,138,7.1,1.0
Dang,2336.1,2405.1,Safe,High,Within Limit,Within Limit,7.84,1837,94.1,67.1,548,13.4,0.22
Amreli,763.5,707.4,Safe,Moderate,Within Limit,Within Limit,8.2,574,92.1,16.5,178,10.2,0.64
Ahmedabad,665.7,687.1,Safe,Moderate,Above Limit,Within Limit,7.44,568,86.6,49.8,241,59.9,0.76
Surat,1430.7,1457.9,Safe,Low,Within Limit,Within Limit,7.07,492,84.6,49.8,10,42.4,0.63
Vadodara,817.7,853.6,Safe,Low,Within Limit,Within Limit,7.33,375,105.8,12.4,193,43.6,1.13
Rajkot,800.3,721.8,Safe,Moderate,Within Limit,Within Limit,7.82,1197,103.8,42.7,400,16.1,0.36
Gandhinagar,733.7,778.0,Over-Exploited,High,Within Limit,Within Limit,7.61,2594,94.0,57.3,730,27.5,0.64
Bhavnagar,631.1,570.9,Safe,Low,Within Limit,Within Limit,7.54,138,85.4,4.3,97,14.7,0.9
Jamnagar,567.9,668.9,Safe,Moderate,Within Limit,Within Limit,7.33,700,35.0,49.1,355,34.2,0.86
Junagadh,899.5,965.0,Semi-Critical,Low,Within Limit,Within Limit,7.61,471,74.0,41.8,99,6.0,0.43
Kutch,193.4,315.9,Semi-Critical,Moderate,Within Limit,Within Limit,6.88,1064,54.4,42.0,243,5.7,0.33
Banaskantha,501.5,526.8,Safe,Low,Within Limit,Within Limit,7.98,323,52.2,42.8,122,21.6,0.81
Patan,606.1,460.3,Critical,Moderate,Above Limit,Within Limit,7.73,507,54.3,21.0,286,69.5,1.05
Mehsana,499.9,587.7,Semi-Critical,Moderate,Within Limit,Above Limit,7.66,1188,92.5,72.5,165,17.3,1.95
Sabarkantha,692.6,640.7,Safe,Moderate,Within Limit,Within Limit,7.44,598,50.8,72.9,108,18.0,0.68
Aravalli,820.7,814.5,Semi-Critical,Low,Within Limit,Within Limit,7.14,311,23.0,35.8,270,17.1,0.98
Anand,804.0,866.1,Safe,High,Within Limit,Above Limit,8.16,1548,55.5,70.3,318,10.8,1.58
Kheda,758.0,799.3,Safe,Very High,Within Limit,Within Limit,7.27,3056,143.0,71.3,851,29.6,0.84
Panchmahal,826.4,796.0,Safe,Moderate,Within Limit,Within Limit,7.22,565,83.2,46.3,131,23.8,0.81
Dahod,921.3,1025.3,Safe,Low,Within Limit,Within Limit,7.4,500,63.9,40.6,105,17.4,0.75
Bharuch,1319.4,1128.3,Safe,High,Within Limit,Within Limit,7.37,1524,58.6,45.2,505,19.1,0.38
Narmada,1108.8,1179.4,Safe,High,Within Limit,Within Limit,7.17,1705,102.4,65.9,377,11.0,0.62
Tapi,1504.4,1617.4,Safe,Low,Above Limit,Within Limit,7.0,350,85.8,66.3,162,47.4,0.99
Navsari,2041.3,1893.1,Critical,Moderate,Within Limit,Within Limit,7.54,1201,86.9,41.9,392,25.6,0.46
Valsad,2401.4,2178.3,Safe,Moderate,Within Limit,Above Limit,7.87,898,92.5,36.9,129,4.6,1.71
Botad,610.8,638.6,Safe,Moderate,Above Limit,Above Limit,7.43,539,89.1,25.9,192,120.0,2.38
Chhota Udaipur,670.7,906.6,Safe,High,Within Limit,Within Limit,7.76,2364,108.3,73.4,616,11.7,1.24
Devbhoomi Dwarka,680.0,615.2,Semi-Critical,Moderate,Within Limit,Above Limit,7.69,576,77.8,18.6,312,6.5,1.78
Gir Somnath,1118.0,1037.9,Safe,Moderate,Within Limit,Within Limit,7.25,595,72.0,19.6,245,15.0,0.22
Morbi,694.3,674.4,Critical,Moderate,Within Limit,Within Limit,7.12,973,86.1,55.6,177,32.4,0.42
Porbandar,561.0,631.4,Safe,High,Within Limit,Within Limit,7.71,2821,116.1,97.9,682,8.8,0.46
Mahisagar,1193.9,1094.0,Over-Exploited,Moderate,Within Limit,Within Limit,7.12,998,85.6,28.0,285,9.0,0.77
Surendranagar,771.5,640.8,Saline,Moderate,Within Limit,Within Limit,7.64,1143,96.4,43.7,288,12.4,0.26
Dang,2138.7,2329.8,Safe,Low,Within Limit,Within Limit,7.53,294,72.1,47.1,269,20.7,0.67
Amreli,655.6,679.2,Safe,Moderate,Above Limit,Within Limit,7.23,514,55.8,22.1,317,60.6,0.26
Ahmedabad,662.5,668.0,Safe,Moderate,Within Limit,Within Limit,6.82,873,40.5,42.3,239,12.9,0.71
Surat,1724.2,1570.0,Safe,Low,Within Limit,Within Limit,7.05,444,71.9,55.0,144,22.5,0.35
Vadodara,993.5,739.0,Safe,Moderate,Within Limit,Within Limit,6.99,945,36.0,65.9,211,9.4,0.52
Rajkot,698.4,647.3,Critical,Moderate,Within Limit,Within Limit,6.98,668,119.3,32.7,218,6.0,1.13
Gandhinagar,669.4,738.2,Safe,Low,Within Limit,Within Limit,7.25,265,103.2,24.4,319,12.8,0.27
Bhavnagar,484.2,624.5,Safe,Moderate,Within Limit,Within Limit,7.55,520,61.1,54.3,137,6.1,0.87
Jamnagar,610.8,612.6,Over-Exploited,Moderate,Within Limit,Within Limit,7.51,794,103.6,22.2,96,5.8,0.79
Junagadh,818.0,782.1,Over-Exploited,High,Above Limit,Within Limit,7.55,1793,147.6,28.9,362,55.6,1.1
Kutch,273.4,395.9,Semi-Critical,Low,Within Limit,Above Limit,7.79,354,63.7,55.0,105,16.9,3.16
Banaskantha,503.5,448.0,Safe,Low,Within Limit,Within Limit,7.05,312,81.0,13.5,198,16.8,0.45
Patan,477.3,515.4,Safe,Moderate,Within Limit,Within Limit,7.2,522,42.6,11.4,10,29.9,1.04
Mehsana,503.9,513.0,Semi-Critical,High,Within Limit,Within Limit,7.15,1837,91.4,86.6,540,41.3,1.22
Sabarkantha,668.9,727.0,Safe,Low,Within Limit,Within Limit,7.67,446,79.4,40.2,185,10.8,0.39
Aravalli,683.4,706.0,Critical,Moderate,Within Limit,Within Limit,8.03,560,100.7,51.2,288,7.1,1.23
Anand,756.4,797.9,Saline,High,Within Limit,Within Limit,7.29,2170,95.8,53.3,485,5.7,1.02
Kheda,786.5,611.4,Safe,Moderate,Within Limit,Within Limit,6.68,551,81.5,36.2,112,12.6,0.76
Panchmahal,688.6,979.5,Safe,Moderate,Above Limit,Within Limit,8.06,968,63.1,55.7,346,90.1,0.92
Dahod,1299.5,1161.0,Safe,Moderate,Within Limit,Within Limit,7.04,1159,68.6,51.4,409,26.2,0.43
Bharuch,898.4,1078.7,Safe,Moderate,Within Limit,Within Limit,8.19,1138,93.3,17.7,343,19.8,0.58
Narmada,1067.3,995.5,Safe,Moderate,Within Limit,Within Limit,7.05,1413,70.4,46.4,543,15.9,0.51
Tapi,1659.4,1549.4,Safe,Low,Within Limit,Within Limit,7.31,238,57.8,31.9,54,6.9,1.4
Navsari,1867.8,1554.9,Semi-Critical,Moderate,Above Limit,Within Limit,7.67,986,81.0,62.5,339,56.8,1.33
Valsad,2006.9,2167.7,Safe,Moderate,Within Limit,Within Limit,7.41,637,72.8,48.2,149,19.9,1.17
Botad,623.5,544.2,Safe,High,Within Limit,Above Limit,7.03,2729,144.2,74.3,661,38.8,2.56
Chhota Udaipur,926.4,1065.1,Safe,Low,Within Limit,Within Limit,7.34,209,67.5,60.4,251,11.8,1.3
Devbhoomi Dwarka,567.9,562.5,Safe,Moderate,Within Limit,Within Limit,7.05,740,72.4,53.7,323,17.8,0.76
Gir Somnath,881.0,846.7,Safe,Moderate,Within Limit,Within Limit,7.36,682,64.0,26.0,151,11.6,0.36
Morbi,636.6,594.6,Critical,Moderate,Within Limit,Within Limit,7.47,737,70.1,58.2,238,25.0,1.3
Porbandar,810.2,698.7,Over-Exploited,Moderate,Within Limit,Within Limit,8.09,1076,77.6,36.3,193,40.2,0.64
Mahisagar,991.1,961.0,Safe,Moderate,Within Limit,Within Limit,7.83,597,81.0,26.2,92,37.4,0.69
Surendranagar,616.2,634.9,Safe,Moderate,Within Limit,Above Limit,7.72,909,48.1,68.9,307,3.9,1.8
Dang,2317.3,2364.8,Safe,High,Above Limit,Within Limit,7.14,1848,94.4,92.9,554,47.6,1.31
Amreli,650.0,626.1,Safe,Moderate,Within Limit,Within Limit,7.87,906,108.1,62.9,239,6.3,1.08
Ahmedabad,555.6,645.0,Safe,Moderate,Within Limit,Within Limit,7.38,527,75.7,29.6,180,18.9,0.94
Surat,1264.0,1386.1,Safe,High,Above Limit,Within Limit,7.3,1797,105.5,38.7,594,50.2,0.96
Vadodara,697.0,855.0,Safe,Very High,Within Limit,Within Limit,7.24,3131,94.0,68.0,865,7.4,0.56
Rajkot,678.6,563.1,Safe,Moderate,Within Limit,Within Limit,6.82,761,57.2,31.7,242,9.6,0.64
Gandhinagar,531.1,646.0,Safe,Low,Within Limit,Within Limit,7.09,462,44.9,15.3,118,39.9,0.73
Bhavnagar,566.6,490.8,Semi-Critical,Moderate,Within Limit,Within Limit,7.98,528,86.7,33.3,166,8.0,1.18
Jamnagar,646.3,700.8,Semi-Critical,Moderate,Above Limit,Within Limit,8.19,557,72.9,15.5,80,78.2,1.06
Junagadh,860.1,823.0,Safe,Low,Within Limit,Within Limit,6.63,486,62.8,37.2,46,7.3,0.44
Kutch,349.5,341.8,Safe,Low,Within Limit,Within Limit,7.17,337,57.3,9.0,152,32.2,0.96
Banaskantha,478.8,433.9,Safe,Moderate,Within Limit,Within Limit,7.79,753,84.6,46.0,216,43.0,0.4
Patan,643.5,465.2,Saline,Moderate,Above Limit,Above Limit,6.92,947,95.0,19.8,346,53.4,1.79
Mehsana,471.0,553.1,Safe,Low,Within Limit,Within Limit,7.91,462,31.9,49.3,37,18.5,0.55
Sabarkantha,783.7,676.4,Safe,Moderate,Within Limit,Within Limit,7.82,579,57.2,42.6,185,6.7,0.36
Aravalli,698.8,734.2,Semi-Critical,Moderate,Within Limit,Within Limit,6.66,1201,67.4,54.5,330,6.2,0.99
Anand,761.1,850.9,Safe,Moderate,Within Limit,Within Limit,7.16,1429,81.5,43.4,488,17.6,1.27
Kheda,783.2,750.9,Safe,Low,Within Limit,Above Limit,7.8,417,62.2,55.0,150,21.6,3.15
Panchmahal,976.1,954.7,Safe,Low,Within Limit,Within Limit,7.1,385,83.4,30.8,130,8.4,1.02
Dahod,1201.7,1109.0,Safe,High,Within Limit,Above Limit,7.58,1681,70.2,32.5,529,22.0,2.29
Bharuch,877.6,1102.2,Safe,Low,Within Limit,Within Limit,7.1,374,102.3,53.1,101,17.1,0.35
Narmada,1228.1,1060.3,Safe,Moderate,Within Limit,Within Limit,7.29,1407,125.0,57.6,419,23.8,0.42
Tapi,1900.5,1719.6,Safe,Moderate,Within Limit,Within Limit,6.95,924,100.3,16.9,219,31.8,0.63
Navsari,1944.9,1668.0,Safe,High,Above Limit,Within Limit,7.83,1579,98.2,54.2,584,63.1,0.76
Valsad,2378.5,2406.7,Safe,Moderate,Within Limit,Within Limit,7.96,1008,87.6,41.2,333,19.9,0.22
Botad,643.5,690.2,Saline,Moderate,Within Limit,Within Limit,7.88,1406,95.7,61.3,391,23.9,0.67
Chhota Udaipur,1114.4,1025.3,Over-Exploited,High,Within Limit,Within Limit,8.09,1689,49.1,73.0,441,13.6,1.14
Devbhoomi Dwarka,541.9,575.6,Safe,Moderate,Within Limit,Within Limit,7.19,1143,68.7,36.5,364,7.6,1.26
Gir Somnath,1176.7,1176.3,Safe,Moderate,Above Limit,Within Limit,7.51,1039,62.1,50.3,327,82.5,0.93
Morbi,674.3,642.1,Safe,Moderate,Within Limit,Above Limit,6.93,589,78.0,50.2,190,12.1,1.86
Porbandar,584.3,676.5,Safe,Moderate,Within Limit,Within Limit,7.43,769,60.7,40.2,107,28.1,0.43
Mahisagar,842.9,920.7,Safe,High,Within Limit,Within Limit,7.28,1855,80.2,89.2,657,39.0,1.12
Surendranagar,638.3,556.7,Safe,Moderate,Above Limit,Within Limit,7.15,996,82.7,38.0,177,59.6,0.27
Dang,2506.0,2559.4,Safe,Moderate,Within Limit,Within Limit,7.61,1049,61.2,42.6,304,12.3,1.49
Amreli,651.4,635.5,Critical,Low,Within Limit,Within Limit,7.5,287,69.1,62.9,72,17.5,0.69
Ahmedabad,696.3,745.3,Safe,Moderate,Above Limit,Within Limit,7.28,916,75.3,43.9,367,64.0,0.35
Surat,1810.7,1591.1,Safe,Moderate,Within Limit,Within Limit,7.87,981,54.6,52.3,395,12.1,0.37
Vadodara,937.2,983.7,Over-Exploited,Moderate,Within Limit,Above Limit,6.65,1123,72.2,36.4,187,12.5,1.63
Rajkot,527.3,658.2,Safe,Moderate,Within Limit,Within Limit,7.69,1011,82.3,44.6,239,27.9,1.14
Gandhinagar,834.6,695.0,Safe,Moderate,Within Limit,Within Limit,6.88,707,107.6,12.3,195,9.6,0.75
Bhavnagar,571.5,643.2,Safe,High,Within Limit,Within Limit,7.35,1518,114.7,35.2,343,8.3,1.09
Jamnagar,684.6,707.4,Safe,Low,Within Limit,Within Limit,7.59,200,77.3,17.5,145,38.3,0.23
Junagadh,1111.5,981.8,Safe,Moderate,Within Limit,Within Limit,7.66,665,112.8,30.1,309,24.3,0.4
Kutch,320.5,277.2,Safe,Low,Above Limit,Within Limit,7.79,365,23.6,37.7,116,76.5,0.92
Banaskantha,498.3,530.6,Over-Exploited,Moderate,Above Limit,Above Limit,7.82,1372,87.8,36.8,484,77.0,1.97
Patan,557.5,575.9,Safe,Low,Within Limit,Within Limit,6.93,444,42.7,35.3,303,5.3,0.81
Mehsana,452.8,535.1,Safe,Moderate,Within Limit,Within Limit,7.92,687,78.3,49.7,307,27.3,0.64
Sabarkantha,619.5,705.4,Safe,Moderate,Within Limit,Within Limit,7.45,828,102.9,37.6,231,5.9,1.18
Aravalli,617.0,661.8,Safe,Moderate,Within Limit,Within Limit,7.76,522,80.2,48.5,256,12.0,0.48
Anand,710.5,699.0,Safe,Moderate,Within Limit,Within Limit,7.58,500,93.2,51.5,185,21.3,0.8
Kheda,855.1,907.5,Critical,Moderate,Within Limit,Above Limit,7.33,839,61.1,36.9,262,7.8,2.15
Panchmahal,1073.4,953.3,Safe,Moderate,Above Limit,Within Limit,7.27,726,70.2,30.4,336,61.1,1.11
Dahod,1558.7,1247.2,Saline,Very High,Within Limit,Within Limit,7.21,6000,131.6,131.1,1584,21.8,0.7
Bharuch,1016.0,1217.1,Safe,High,Within Limit,Above Limit,8.09,2006,103.1,64.4,457,44.7,1.72
Narmada,1090.5,1276.4,Safe,Low,Above Limit,Above Limit,7.3,305,67.7,49.8,107,46.8,1.58
Tapi,1825.1,1660.0,Safe,Moderate,Within Limit,Within Limit,6.94,623,61.1,26.9,303,39.9,0.24
Navsari,1466.7,1823.8,Safe,Low,Within Limit,Within Limit,7.73,417,33.9,15.8,72,5.6,0.34
Valsad,1612.5,1991.6,Over-Exploited,Moderate,Within Limit,Within Limit,7.4,1324,101.5,63.8,271,6.9,0.35
Botad,705.5,679.5,Safe,Moderate,Within Limit,Above Limit,6.92,647,76.1,60.2,316,6.2,1.52
Chhota Udaipur,918.9,971.2,Over-Exploited,Moderate,Within Limit,Within Limit,7.51,1157,63.1,48.9,253,23.0,0.36
Devbhoomi Dwarka,600.4,600.1,Safe,Moderate,Within Limit,Within Limit,7.74,688,28.6,42.9,156,32.1,0.81
Gir Somnath,1061.5,1090.7,Critical,High,Within Limit,Within Limit,7.46,1678,67.7,43.0,422,21.9,1.37
Morbi,660.4,610.5,Over-Exploited,Moderate,Within Limit,Within Limit,7.75,1033,82.7,57.4,190,28.7,0.55
Porbandar,684.2,632.5,Safe,Moderate,Within Limit,Within Limit,7.61,618,52.8,69.8,195,13.7,1.45
